START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
2016-6-25 9:15,2016-6-25 10:08,Business,New Orleans,Chalmette,11.8,Between Offices
2016-6-25 10:18,2016-6-25 10:25,Business,Chalmette,Arabi,1.1,Errand/Supplies
2016-6-25 10:50,2016-6-25 11:18,Business,Arabi,Metairie,17,Meal/Entertain
2016-6-25 11:25,2016-6-25 11:34,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting
2016-6-25 11:53,2016-6-25 13:21,Business,Metairie,New Orleans,15.5,Meeting
2016-6-25 19:47,2016-6-25 19:58,Business,Storyville,Marigny,1.6,
2016-6-25 23:19,2016-6-25 23:26,Business,Marigny,Storyville,1.5,
2016-6-26 17:43,2016-6-26 18:18,Business,New Orleans,Kenner,12.6,Meeting
2016-6-26 18:45,2016-6-26 19:12,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,
2016-6-26 19:41,2016-6-26 19:50,Business,Kenner,Kenner,2.2,
2016-6-26 21:14,2016-6-26 21:42,Business,Kenner,New Orleans,13,
2016-6-27 7:37,2016-6-27 8:48,Business,New Orleans,Covington,46.9,
2016-6-27 8:51,2016-6-27 9:00,Business,Covington,Covington,2.5,
2016-6-27 9:05,2016-6-27 9:33,Business,Covington,Covington,8.6,
2016-6-27 9:43,2016-6-27 10:08,Business,Covington,Covington,5.2,
2016-6-27 10:22,2016-6-27 10:39,Business,Covington,Covington,7.6,
2016-6-27 10:51,2016-6-27 10:58,Business,Covington,Covington,1.8,
2016-6-27 11:06,2016-6-27 11:24,Business,Covington,Mandeville,4.7,
2016-6-27 11:30,2016-6-27 11:42,Business,Mandeville,Mandeville,2.8,
2016-6-27 12:22,2016-6-27 13:02,Business,Mandeville,Metairie,30,
2016-6-27 13:56,2016-6-27 14:05,Business,Metairie,Kenner,4.4,
2016-6-27 21:09,2016-6-27 21:19,Business,Jamestown Court,Jamestown Court,1,
2016-6-28 0:48,2016-6-28 1:05,Business,Morrisville,Cary,8.2,Customer Visit
2016-6-28 20:13,2016-6-28 20:33,Business,Cary,Durham,10.4,Meeting
2016-6-28 23:34,2016-6-28 23:59,Business,Durham,Cary,9.9,Meeting
2016-6-28 23:34,2016-6-28 23:59,Business,Durham,Cary,9.9,Meeting
2016-6-29 8:56,2016-6-29 9:24,Business,Cary,Morrisville,7.3,
2016-6-29 10:22,2016-6-29 10:38,Business,Morrisville,Cary,7.4,
2016-6-29 11:49,2016-6-29 11:51,Business,Whitebridge,Westpark Place,1.6,
2016-6-29 12:11,2016-6-29 12:16,Business,Westpark Place,Whitebridge,1.8,
2016-6-29 20:11,2016-6-29 20:29,Business,Cary,Durham,10.4,Meeting
2016-6-29 23:38,2016-6-30 0:00,Business,Durham,Cary,9.9,Meeting
2016-6-30 20:09,2016-6-30 20:26,Business,Cary,Durham,9.9,Meeting
2016-7-1 0:00,2016-7-1 0:25,Business,Durham,Cary,9.9,Meeting
2016-7-1 9:34,2016-7-1 9:57,Business,Cary,Raleigh,13.3,Meeting
2016-7-1 12:36,2016-7-1 13:00,Business,Raleigh,Cary,11.3,Meeting
2016-7-1 20:06,2016-7-1 20:24,Business,Cary,Durham,10.5,Meeting
2016-7-1 23:48,2016-7-2 0:09,Business,Durham,Cary,9.9,Meeting
2016-7-2 20:18,2016-7-2 20:36,Business,Cary,Durham,10.1,Meeting
2016-7-2 23:48,2016-7-3 0:12,Business,Durham,Cary,9.9,Meeting
2016-7-3 0:28,2016-7-3 0:38,Business,Cary,Morrisville,3.1,Errand/Supplies
2016-7-3 3:02,2016-7-3 3:08,Business,Morrisville,Cary,3.1,Errand/Supplies
2016-7-3 20:00,2016-7-3 20:18,Business,Cary,Durham,9.9,Meeting
2016-7-4 0:32,2016-7-4 0:47,Business,Durham,Cary,9.9,Meeting
2016-7-4 17:31,2016-7-4 17:49,Business,Whitebridge,Summerwinds,8.8,Meeting
2016-7-4 18:23,2016-7-4 18:49,Business,Summerwinds,Whitebridge,8.7,Temporary Site
2016-7-4 20:00,2016-7-4 20:17,Business,Cary,Durham,11.8,Meeting
2016-7-5 0:00,2016-7-5 0:05,Business,Parkwood,Parkwood,1.2,Errand/Supplies
2016-7-5 0:08,2016-7-5 0:28,Business,Durham,Cary,9.9,Meeting
2016-7-5 16:48,2016-7-5 16:52,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies
2016-7-5 20:06,2016-7-5 20:26,Business,Cary,Durham,9.9,
2016-7-5 22:41,2016-7-5 23:02,Business,Durham,Morrisville,8.6,
2016-7-6 0:33,2016-7-6 0:53,Business,Morrisville,Cary,6.3,Meal/Entertain
2016-7-6 9:06,2016-7-6 9:25,Business,Cary,Durham,9.9,Meeting
2016-7-6 12:48,2016-7-6 13:08,Business,Durham,Cary,9.9,
2016-7-6 20:04,2016-7-6 20:14,Business,Cary,Morrisville,3.3,Meal/Entertain
2016-7-6 23:46,2016-7-6 23:59,Business,Morrisville,Cary,3.1,Customer Visit
2016-7-7 8:22,2016-7-7 8:50,Business,Cary,Morrisville,7.9,Temporary Site
2016-7-7 10:27,2016-7-7 10:33,Business,Morrisville,Cary,8.9,
2016-7-7 12:59,2016-7-7 13:35,Business,Kenner,New Orleans,12.8,
2016-7-8 9:50,2016-7-8 10:13,Business,CBD,Pontchartrain Beach,7.7,
2016-7-8 10:51,2016-7-8 11:12,Business,Pontchartrain Beach,CBD,7,
2016-7-8 13:48,2016-7-8 14:11,Business,New Orleans,Metairie,12.5,
2016-7-8 17:11,2016-7-8 17:30,Business,Kenner,New Orleans,13.2,
2016-7-9 9:03,2016-7-9 9:46,Business,New Orleans,Kenner,13,
2016-7-9 9:52,2016-7-9 10:06,Business,Kenner,Metairie,4.9,
2016-7-9 10:15,2016-7-9 10:33,Business,Metairie,New Orleans,8.5,
2016-7-10 14:10,2016-7-10 14:17,Business,CBD,St Thomas,1.3,
2016-7-10 16:04,2016-7-10 16:15,Business,St Thomas,CBD,1.8,
2016-7-10 18:05,2016-7-10 18:21,Business,New Orleans,Kenner,13.6,
2016-7-10 19:51,2016-7-10 20:08,Business,Kenner,New Orleans,13.4,
2016-7-12 16:10,2016-7-12 16:45,Business,New Orleans,Kenner,12.3,
2016-7-12 19:21,2016-7-12 19:26,Personal,Kenner,Kenner,1.4,
2016-7-12 23:47,2016-7-13 0:11,Personal,Morrisville,Cary,8.7,
2016-7-13 12:39,2016-7-13 13:20,Personal,Cary,Morrisville,23.5,
2016-7-13 13:25,2016-7-13 13:39,Personal,Morrisville,Morrisville,2.2,
2016-7-13 13:42,2016-7-13 13:54,Personal,Morrisville,Cary,4.4,
2016-7-14 15:51,2016-7-14 15:59,Personal,Cary,Morrisville,3.3,
2016-7-14 16:03,2016-7-14 16:34,Business,Morrisville,Morrisville,11.8,Errand/Supplies
2016-7-14 16:39,2016-7-14 20:05,Business,Morrisville,Banner Elk,195.3,
2016-7-15 11:32,2016-7-15 11:53,Personal,Banner Elk,Banner Elk,8.3,
2016-7-15 12:09,2016-7-15 12:19,Personal,Banner Elk,Banner Elk,3.2,
2016-7-15 12:35,2016-7-15 13:15,Personal,Banner Elk,Elk Park,22.4,
2016-7-15 15:03,2016-7-15 15:33,Personal,Elk Park,Banner Elk,12.2,
2016-7-15 15:40,2016-7-15 15:52,Personal,Banner Elk,Banner Elk,4.5,
2016-7-16 13:14,2016-7-16 14:10,Personal,Banner Elk,Newland,28.1,
2016-7-16 14:14,2016-7-16 14:30,Personal,Newland,Newland,3.8,
2016-7-16 15:29,2016-7-16 16:57,Personal,Newland,Boone,41.9,
2016-7-16 19:42,2016-7-16 20:35,Personal,Boone,Banner Elk,23.8,
2016-7-16 21:45,2016-7-16 22:18,Personal,Banner Elk,Banner Elk,13,
2016-7-16 22:50,2016-7-16 23:03,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies
2016-7-17 11:23,2016-7-17 11:50,Personal,Banner Elk,Boone,15.1,Charity ($)
2016-7-17 12:20,2016-7-17 15:25,Personal,Boone,Cary,180.2,Commute
2016-7-18 10:37,2016-7-18 10:49,Personal,Cary,Morrisville,4.1,Moving
2016-7-18 10:54,2016-7-18 11:15,Personal,Morrisville,Cary,6.1,Moving
2016-7-18 11:25,2016-7-18 11:36,Personal,Northwoods,Preston,3.3,Moving
2016-7-18 11:40,2016-7-18 11:56,Personal,Preston,Whitebridge,4.7,Moving
2016-7-18 17:12,2016-7-18 17:33,Business,Cary,Apex,7.2,Meeting
2016-7-18 18:32,2016-7-18 18:47,Business,Apex,Cary,5.5,Meal/Entertain
2016-7-18 19:07,2016-7-18 19:14,Business,Cary,Morrisville,3.3,Meal/Entertain
2016-7-18 20:28,2016-7-18 20:32,Business,Hazelwood,Weston,0.9,Errand/Supplies
2016-7-18 21:11,2016-7-18 21:19,Business,Morrisville,Cary,3.8,Meal/Entertain
2016-7-19 10:35,2016-7-19 10:51,Business,Whitebridge,Stonewater,6.4,Customer Visit
2016-7-19 10:56,2016-7-19 11:11,Business,Stonewater,Lexington Park at Amberly,3,Meeting
2016-7-19 11:30,2016-7-19 12:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain
2016-7-19 17:14,2016-7-19 17:24,Business,Whitebridge,Chessington,3.9,Errand/Supplies
2016-7-19 17:50,2016-7-19 18:08,Personal,Chessington,Whitebridge,4.8,
2016-7-20 17:12,2016-7-20 17:24,Personal,Whitebridge,Edgehill Farms,2.8,
2016-7-20 17:50,2016-7-20 17:57,Personal,Edgehill Farms,Preston,1.4,
2016-7-20 18:16,2016-7-20 18:20,Personal,Preston,Whitebridge,1.4,
2016-7-21 17:17,2016-7-21 17:23,Business,Whitebridge,Edgehill Farms,2.7,
2016-7-21 17:42,2016-7-21 17:51,Business,Edgehill Farms,Burtrose,2.3,
2016-7-21 18:27,2016-7-21 18:42,Business,Cary,Morrisville,3.7,
2016-7-21 19:30,2016-7-21 19:39,Business,Morrisville,Cary,2.9,
2016-7-22 10:42,2016-7-22 10:53,Business,Cary,Morrisville,3.8,
2016-7-22 11:11,2016-7-22 11:25,Business,Morrisville,Cary,5.1,
2016-7-22 11:37,2016-7-22 12:00,Business,Hazelwood,Lexington Park at Amberly,9.1,
2016-7-22 12:14,2016-7-22 12:31,Business,Cary,Durham,8,
2016-7-22 13:21,2016-7-22 13:42,Business,Durham,Cary,9.9,Meeting
2016-7-22 14:27,2016-7-22 14:43,Business,Cary,Morrisville,6.1,Meal/Entertain
2016-7-22 15:49,2016-7-22 16:22,Business,Morrisville,Cary,12.2,
2016-7-22 18:33,2016-7-22 18:51,Business,Wayne Ridge,Whitebridge,8,
2016-7-23 14:27,2016-7-23 14:44,Business,Cary,Morrisville,4,
2016-7-23 14:48,2016-7-23 15:12,Business,Morrisville,Cary,9.5,
2016-7-23 15:15,2016-7-23 15:27,Business,Cary,Morrisville,3,
2016-7-23 15:50,2016-7-23 16:10,Business,Morrisville,Cary,6.3,
2016-7-23 20:17,2016-7-23 20:33,Business,Cary,Durham,10.4,Meeting
2016-7-23 23:18,2016-7-23 23:43,Business,Durham,Cary,9.9,Meeting
2016-7-25 10:35,2016-7-25 10:41,Business,Whitebridge,Parkway,1.5,
2016-7-25 10:47,2016-7-25 10:58,Business,Cary,Morrisville,4.9,
2016-7-25 11:04,2016-7-25 11:33,Business,Morrisville,Cary,7.9,
2016-7-25 11:37,2016-7-25 11:44,Business,Parkway,Whitebridge,1.7,
2016-7-26 15:43,2016-7-26 15:49,Business,Whitebridge,Westpark Place,2.2,
2016-7-26 17:14,2016-7-26 17:24,Business,Westpark Place,Whitebridge,2.1,
2016-7-26 20:52,2016-7-26 21:00,Business,Cary,Morrisville,2.5,Meal/Entertain
2016-7-26 22:31,2016-7-26 22:39,Business,Morrisville,Cary,2.5,Meal/Entertain
2016-7-27 19:08,2016-7-27 19:20,Business,Cary,Morrisville,2.8,
2016-7-27 21:34,2016-7-27 21:57,Business,Morrisville,Raleigh,14.7,
2016-7-27 22:00,2016-7-27 22:26,Business,Raleigh,Morrisville,14.6,
2016-7-28 0:04,2016-7-28 0:09,Business,Morrisville,Cary,2.3,
2016-7-29 15:45,2016-7-29 15:47,Business,Whitebridge,Westpark Place,2.2,
2016-7-29 17:27,2016-7-29 17:45,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain
2016-7-30 17:02,2016-7-30 17:27,Business,Cary,Durham,14,
2016-7-30 21:16,2016-7-30 21:41,Business,Durham,Cary,13.3,
2016-7-31 17:30,2016-7-31 17:37,Business,Westpark Place,Whitebridge,1.8,
2016-8-1 12:47,2016-8-1 13:04,Business,Whitebridge,Arlington Park at Amberly,6.2,
2016-8-1 13:08,2016-8-1 13:19,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
2016-8-1 13:28,2016-8-1 13:46,Business,Lexington Park at Amberly,Westpark Place,1.9,
2016-8-1 13:52,2016-8-1 14:14,Business,Cary,Apex,6.9,
2016-8-1 15:40,2016-8-1 15:47,Business,Apex,Cary,4.6,
2016-8-1 16:18,2016-8-1 16:25,Business,Whitebridge,Edgehill Farms,2.8,
2016-8-1 16:29,2016-8-1 16:59,Business,Cary,Morrisville,9.1,
2016-8-1 17:23,2016-8-1 17:55,Business,Morrisville,Cary,8.1,
2016-8-2 8:11,2016-8-2 8:32,Business,Cary,Morrisville,8.4,Meeting
2016-8-2 11:51,2016-8-2 12:15,Business,Arlington,Washington,4.9,
2016-8-2 19:15,2016-8-2 19:23,Business,Kalorama Triangle,K Street,1,
2016-8-2 21:23,2016-8-2 21:29,Business,K Street,Kalorama Triangle,1,
2016-8-3 12:46,2016-8-3 13:00,Business,West End,Northwest Rectangle,2,
2016-8-3 14:59,2016-8-3 15:03,Business,K Street,Kalorama Triangle,1.1,
2016-8-3 16:00,2016-8-3 16:04,Business,Kalorama Triangle,Downtown,1.5,
2016-8-5 17:23,2016-8-5 17:30,Business,Connecticut Avenue,Kalorama Triangle,1.3,
2016-8-5 18:17,2016-8-5 18:21,Business,Kalorama Triangle,Columbia Heights,1.8,
2016-8-5 19:17,2016-8-5 19:27,Business,Columbia Heights,Kalorama Triangle,1.5,
2016-8-6 6:40,2016-8-6 6:58,Business,Washington,Arlington,6.6,
2016-8-6 9:31,2016-8-6 9:53,Business,Morrisville,Cary,8,
2016-8-7 17:14,2016-8-7 17:23,Business,Whitebridge,Edgehill Farms,2.7,
2016-8-7 17:28,2016-8-7 17:43,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
2016-8-7 18:17,2016-8-7 18:23,Business,Cary,Morrisville,2.5,
2016-8-7 20:15,2016-8-7 20:23,Business,Morrisville,Cary,2.5,Meal/Entertain
2016-8-8 16:17,2016-8-8 16:31,Business,Whitebridge,Farmington Woods,5.2,
2016-8-8 16:37,2016-8-8 16:50,Business,Farmington Woods,Edgehill Farms,4,
2016-8-8 17:02,2016-8-8 17:13,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
2016-8-8 21:50,2016-8-8 22:15,Business,Cary,Morrisville,4.8,
2016-8-8 23:28,2016-8-8 23:37,Business,Morrisville,Cary,3.2,Customer Visit
2016-8-9 14:20,2016-8-9 14:38,Business,Whitebridge,Waverly Place,6.9,
2016-8-9 15:15,2016-8-9 15:36,Business,Cary,Raleigh,14.9,
2016-8-9 16:04,2016-8-9 16:37,Business,Raleigh,Cary,17.4,
2016-8-10 16:56,2016-8-10 17:24,Business,Cary,Durham,12.9,
2016-8-10 17:53,2016-8-10 18:28,Business,Durham,Apex,15.3,
2016-8-10 18:49,2016-8-10 18:50,Business,Apex,Apex,1,
2016-8-10 19:47,2016-8-10 20:02,Business,Apex,Cary,6,
2016-8-11 12:53,2016-8-11 13:00,Business,Whitebridge,Heritage Pines,2.2,
2016-8-11 13:14,2016-8-11 13:28,Business,Heritage Pines,Edgehill Farms,4.4,
2016-8-11 13:32,2016-8-11 13:42,Business,Edgehill Farms,Whitebridge,2.8,
2016-8-11 18:37,2016-8-11 19:29,Business,Cary,Wake Forest,31.7,
2016-8-11 20:59,2016-8-11 21:44,Business,Wake Forest,Cary,31.9,
2016-8-12 18:49,2016-8-12 18:52,Business,Whitebridge,Westpark Place,1.9,
2016-8-12 18:56,2016-8-12 19:05,Business,Westpark Place,Whitebridge,1.8,
2016-8-13 15:35,2016-8-13 15:58,Business,Cary,Morrisville,8.4,Meeting
2016-8-15 9:05,2016-8-15 9:52,Business,R?walpindi,Unknown Location,15.6,
2016-8-15 15:20,2016-8-15 15:47,Business,Unknown Location,Unknown Location,14.1,
2016-8-15 16:52,2016-8-15 17:30,Business,Unknown Location,Unknown Location,15.7,
2016-8-15 19:08,2016-8-15 20:30,Business,Unknown Location,Unknown Location,25.9,Temporary Site
2016-8-16 7:58,2016-8-16 8:11,Business,Unknown Location,Unknown Location,7.9,
2016-8-16 8:16,2016-8-16 8:23,Business,Unknown Location,Unknown Location,2.7,
2016-8-16 8:46,2016-8-16 8:53,Business,Unknown Location,Unknown Location,5.5,
2016-8-16 10:06,2016-8-16 10:27,Business,Unknown Location,Islamabad,5.7,
2016-8-16 10:31,2016-8-16 10:38,Business,Islamabad,Islamabad,1.2,
2016-8-16 11:47,2016-8-16 12:03,Business,Islamabad,Unknown Location,5.7,Temporary Site
2016-8-16 15:13,2016-8-16 15:36,Business,Unknown Location,Unknown Location,16.2,
2016-8-17 10:17,2016-8-17 10:41,Business,Unknown Location,Unknown Location,2.6,
2016-8-17 10:57,2016-8-17 11:20,Business,Unknown Location,Unknown Location,12.1,
2016-8-17 14:45,2016-8-17 14:50,Business,Unknown Location,R?walpindi,1.4,
2016-8-17 15:32,2016-8-17 15:47,Business,R?walpindi,Islamabad,6.4,
2016-8-17 16:29,2016-8-17 16:50,Business,Islamabad,Unknown Location,7.3,
2016-8-17 16:54,2016-8-17 17:00,Business,Unknown Location,Unknown Location,5.3,
2016-8-17 17:05,2016-8-17 17:34,Business,Unknown Location,Unknown Location,5.5,
2016-8-17 18:38,2016-8-17 18:57,Business,Unknown Location,Unknown Location,7.7,Temporary Site
2016-8-18 18:40,2016-8-18 19:07,Business,Unknown Location,Unknown Location,7.6,Temporary Site
2016-8-19 8:24,2016-8-19 8:45,Business,Unknown Location,Noorpur Shahan,7.6,
2016-8-19 8:54,2016-8-19 9:07,Business,Noorpur Shahan,Islamabad,3.3,
2016-8-19 9:27,2016-8-19 9:47,Business,Islamabad,R?walpindi,6.5,
2016-8-19 10:57,2016-8-19 11:06,Business,R?walpindi,Unknown Location,2,
2016-8-19 12:07,2016-8-19 12:24,Business,Unknown Location,Islamabad,5.7,
2016-8-19 15:51,2016-8-19 16:06,Business,Islamabad,Islamabad,3.2,
2016-8-19 17:12,2016-8-19 17:52,Business,Islamabad,Unknown Location,12.5,
2016-8-21 10:00,2016-8-21 10:29,Business,Unknown Location,Unknown Location,7.6,Airport/Travel
2016-8-21 14:05,2016-8-21 14:34,Business,Unknown Location,Unknown Location,7.7,
2016-8-21 16:30,2016-8-21 17:02,Business,Unknown Location,Islamabad,12.2,
2016-8-21 18:10,2016-8-21 18:17,Business,Islamabad,Islamabad,1.4,
2016-8-21 18:48,2016-8-21 19:24,Business,Islamabad,Unknown Location,20.2,
2016-8-22 10:00,2016-8-22 10:44,Business,Unknown Location,Islamabad,9.8,
2016-8-22 11:07,2016-8-22 11:23,Business,Islamabad,Unknown Location,6.3,
2016-8-22 12:36,2016-8-22 12:49,Business,Unknown Location,Islamabad,4.9,
2016-8-22 13:02,2016-8-22 13:11,Business,Islamabad,Islamabad,1.5,
2016-8-22 14:07,2016-8-22 14:31,Business,Islamabad,Unknown Location,10.9,
2016-8-22 15:14,2016-8-22 15:49,Business,Unknown Location,Unknown Location,19,
2016-8-22 15:59,2016-8-22 17:16,Business,Unknown Location,Unknown Location,19,
2016-8-22 19:58,2016-8-22 20:50,Business,Unknown Location,R?walpindi,7.9,
2016-8-22 20:53,2016-8-22 21:31,Business,R?walpindi,R?walpindi,4.1,
2016-8-22 22:31,2016-8-22 23:00,Business,R?walpindi,Unknown Location,18.7,
2016-8-23 8:10,2016-8-23 8:25,Business,Unknown Location,Noorpur Shahan,8.7,
2016-8-23 9:35,2016-8-23 10:09,Business,Noorpur Shahan,Unknown Location,7.5,
2016-8-23 12:59,2016-8-23 13:15,Business,Unknown Location,Noorpur Shahan,7.7,
2016-8-23 13:19,2016-8-23 13:30,Business,Noorpur Shahan,Islamabad,4.4,
2016-8-23 13:49,2016-8-23 14:04,Business,Islamabad,Unknown Location,5,
2016-8-23 15:07,2016-8-23 15:12,Business,Unknown Location,Unknown Location,1.9,
2016-8-23 15:15,2016-8-23 17:16,Business,Unknown Location,Unknown Location,7.9,
2016-8-23 17:42,2016-8-23 18:31,Business,Unknown Location,Unknown Location,17.7,
2016-8-24 12:05,2016-8-24 12:56,Business,Unknown Location,Unknown Location,25.2,
2016-8-24 13:01,2016-8-24 15:25,Business,Unknown Location,Unknown Location,96.2,
2016-8-25 15:17,2016-8-25 16:22,Business,Unknown Location,Unknown Location,35,
2016-8-25 16:36,2016-8-25 16:56,Business,Unknown Location,Unknown Location,5.5,
2016-8-25 17:19,2016-8-25 19:20,Business,Unknown Location,Unknown Location,50.4,
2016-8-25 19:25,2016-8-25 19:57,Business,Unknown Location,Lahore,9.2,
2016-8-25 22:58,2016-8-25 23:16,Business,Lahore,Unknown Location,7.3,
2016-8-26 9:06,2016-8-26 9:20,Business,Unknown Location,Unknown Location,5,
2016-8-26 11:14,2016-8-26 11:26,Business,Unknown Location,Unknown Location,3.8,
2016-8-26 12:10,2016-8-26 12:20,Business,Unknown Location,Lahore,3.9,
2016-8-26 14:10,2016-8-26 14:33,Business,Lahore,Lahore,7.4,
2016-8-26 15:23,2016-8-26 15:35,Business,Lahore,Lahore,1.5,
2016-8-26 15:59,2016-8-26 16:24,Business,Lahore,Unknown Location,7.9,
2016-8-26 16:55,2016-8-26 17:12,Business,Unknown Location,Lahore,2.9,
2016-8-26 18:42,2016-8-26 18:56,Business,Lahore,Lahore,3.4,
2016-8-26 19:31,2016-8-26 19:54,Business,Lahore,Lahore,3.8,
2016-8-26 20:06,2016-8-26 20:16,Business,Lahore,Unknown Location,5.9,
2016-8-27 9:34,2016-8-27 10:11,Business,Unknown Location,Lahore,9.6,
2016-8-27 11:47,2016-8-27 12:06,Business,Lahore,Lahore,7,
2016-8-27 12:12,2016-8-27 12:17,Business,Lahore,Lahore,0.9,
2016-8-27 14:01,2016-8-27 15:44,Business,Lahore,Unknown Location,86.6,
2016-8-27 16:15,2016-8-27 19:13,Business,Unknown Location,Unknown Location,156.9,
2016-8-28 9:57,2016-8-28 10:18,Business,Unknown Location,Noorpur Shahan,10.1,
2016-8-28 16:39,2016-8-28 16:55,Business,Noorpur Shahan,Islamabad,6.2,
2016-8-28 17:37,2016-8-28 17:55,Business,Islamabad,Islamabad,5.3,
2016-8-28 21:15,2016-8-28 21:59,Business,Islamabad,Unknown Location,12.1,
2016-8-29 12:02,2016-8-29 12:31,Business,Unknown Location,Islamabad,10.8,
2016-8-29 13:38,2016-8-29 13:48,Business,Islamabad,Islamabad,4.3,
2016-8-29 14:31,2016-8-29 14:41,Business,Islamabad,Islamabad,2.5,
2016-8-29 14:49,2016-8-29 15:04,Business,Islamabad,Unknown Location,5.7,Temporary Site
2016-8-29 15:49,2016-8-29 15:59,Business,Unknown Location,Islamabad,2.8,
2016-8-29 16:06,2016-8-29 16:21,Business,Islamabad,Unknown Location,4,
2016-8-29 17:24,2016-8-29 17:41,Business,Unknown Location,Islamabad,5.5,
2016-8-29 18:27,2016-8-29 18:36,Business,Islamabad,Islamabad,2.6,
2016-8-30 11:53,2016-8-30 12:05,Business,Unknown Location,Unknown Location,2.1,
2016-8-30 12:46,2016-8-30 13:09,Business,Unknown Location,Islamabad,8.8,
2016-8-30 13:25,2016-8-30 13:46,Business,Islamabad,Islamabad,4.4,
2016-8-30 14:00,2016-8-30 14:20,Business,Islamabad,Unknown Location,5.3,
2016-8-30 17:27,2016-8-30 18:09,Business,Unknown Location,Unknown Location,13,
2016-9-1 11:51,2016-9-1 12:24,Business,Unknown Location,Islamabad,13,
2016-9-1 17:21,2016-9-1 17:36,Business,Islamabad,Unknown Location,10.6,
2016-9-1 18:49,2016-9-1 19:08,Business,Unknown Location,Unknown Location,2.2,
2016-9-2 11:37,2016-9-2 12:24,Business,Unknown Location,Islamabad,9.2,
2016-9-2 18:56,2016-9-2 19:37,Business,Unknown Location,Unknown Location,12.9,
2016-9-5 10:25,2016-9-5 10:44,Business,Unknown Location,R?walpindi,17.2,
2016-9-6 17:49,2016-9-6 17:49,Business,Unknown Location,Unknown Location,69.1,
2016-9-10 10:28,2016-9-10 10:45,Business,Unknown Location,Unknown Location,2.8,
2016-9-11 9:51,2016-9-11 9:55,Business,Unknown Location,Unknown Location,8.6,
2016-9-11 21:40,2016-9-11 21:42,Business,Unknown Location,Unknown Location,9.8,
2016-9-12 8:07,2016-9-12 8:12,Business,Unknown Location,Unknown Location,3.6,
2016-9-12 11:15,2016-9-12 11:24,Business,Unknown Location,Unknown Location,1.7,
2016-9-12 13:04,2016-9-12 13:44,Business,Unknown Location,Unknown Location,11.5,
2016-9-13 16:56,2016-9-13 17:02,Business,Unknown Location,Unknown Location,0.7,
2016-9-14 11:55,2016-9-14 11:59,Business,Unknown Location,Unknown Location,0.7,
2016-9-15 20:33,2016-9-15 20:38,Business,Unknown Location,Unknown Location,0.9,
2016-9-16 7:08,2016-9-16 7:08,Business,Unknown Location,Unknown Location,1.6,
2016-9-18 18:07,2016-9-18 18:11,Business,Unknown Location,Unknown Location,9.4,
2016-9-19 6:18,2016-9-19 6:49,Business,R?walpindi,Unknown Location,18.2,
2016-9-19 14:40,2016-9-19 14:56,Business,Unknown Location,Islamabad,10.5,
2016-9-19 16:23,2016-9-19 16:31,Business,Islamabad,Unknown Location,5.7,
2016-9-19 17:36,2016-9-19 18:20,Business,Unknown Location,Unknown Location,18,
2016-9-19 19:10,2016-9-19 19:49,Business,Unknown Location,Islamabad,18.3,
2016-9-20 11:29,2016-9-20 11:48,Business,Islamabad,Unknown Location,16.5,
2016-9-20 20:47,2016-9-20 22:47,Business,Unknown Location,R?walpindi,9.6,
2016-9-23 13:15,2016-9-23 13:40,Business,Karachi,Karachi,2.9,
2016-9-24 14:34,2016-9-24 15:15,Business,Karachi,Unknown Location,8.2,
2016-9-24 20:29,2016-9-24 20:33,Business,Unknown Location,Unknown Location,2.4,
2016-9-27 8:33,2016-9-27 8:35,Business,Unknown Location,Unknown Location,5.8,
2016-9-27 13:21,2016-9-27 14:43,Business,Lahore,Lahore,9.8,
2016-9-27 19:14,2016-9-27 20:34,Business,Lahore,Unknown Location,7.3,
2016-9-27 21:01,2016-9-28 2:37,Business,Unknown Location,Unknown Location,195.6,
2016-9-28 17:21,2016-9-28 19:36,Business,Islamabad,Unknown Location,20.5,
2016-9-29 16:13,2016-9-29 18:47,Business,Unknown Location,Islamabad,12.6,
2016-9-30 17:39,2016-9-30 20:20,Business,Islamabad,Islamabad,37.7,
2016-9-30 20:59,2016-9-30 22:34,Business,Islamabad,Unknown Location,16.7,
2016-10-3 17:09,2016-10-3 17:12,Business,Unknown Location,Islamabad,10.5,
2016-10-3 18:17,2016-10-3 18:34,Business,Islamabad,Islamabad,2.8,
2016-10-3 18:51,2016-10-3 19:01,Business,Islamabad,Islamabad,1.6,
2016-10-3 22:04,2016-10-3 22:33,Business,Islamabad,Unknown Location,12.7,
2016-10-4 9:50,2016-10-4 10:52,Business,Unknown Location,Unknown Location,28.6,
2016-10-4 12:17,2016-10-4 12:18,Business,Unknown Location,Unknown Location,15.1,
2016-10-6 8:49,2016-10-6 11:36,Business,Unknown Location,R?walpindi,17.9,
2016-10-6 17:23,2016-10-6 17:40,Business,R?walpindi,Unknown Location,112.6,
